fir_number,incident_date,incident_time,timestamp,district,police_station,crime_category,sub_category,latitude,longitude,severity_score,status,modus_operandi,suspect_id,suspect_name,gang_affiliation,estimated_loss_inr,is_cybercrime,repeat_offender
FIR-2026-TUM-1099,2026-02-26,09:44:56,2026-02-26T09:44:56.033920,Tumakuru,Kyathsandra PS,Chain Snatching & Theft,Two-Wheeler Chain Snatching,13.302201,77.135236,3,Suspect Identified,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,72000.0,0,0
FIR-2025-KAL-1100,2025-08-01,01:42:56,2025-08-01T01:42:56.033920,Kalaburagi,Chowk PS,Cybercrime,Phishing / OTP Fraud,17.323967,76.840198,7,Solved,Posing as Bank Executive,SUS-1007,Praveen Gowda,Koramangala Network,7000.0,1,1
FIR-2025-TUM-1101,2025-10-03,18:36:56,2025-10-03T18:36:56.033920,Tumakuru,New Extension PS,Robbery & Extortion,Extortion Call,13.308534,77.099355,10,Suspect Identified,Sharp weapon threat at night,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2026-BEL-1102,2026-02-04,19:19:56,2026-02-04T19:19:56.033920,Belagavi,Tilakwadi PS,Robbery & Extortion,Armed Robbery,15.840202,74.468893,8,Charge Sheeted,Blocking highway with lorry,UNKNOWN,Unidentified Suspect,None,2400000.0,0,0
FIR-2025-TUM-1103,2025-09-09,07:05:56,2025-09-09T07:05:56.033920,Tumakuru,Kyathsandra PS,Assault & Violent Crime,Grievous Hurt,13.323937,77.042237,7,Charge Sheeted,Pre-meditated attack,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,168000.0,0,1
FIR-2026-BEL-1104,2026-05-06,01:39:56,2026-05-06T01:39:56.033920,Belagavi,APMC PS,Assault & Violent Crime,Grievous Hurt,15.843663,74.468091,6,Solved,Altercation near bar/liquor shop,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,60000.0,0,1
FIR-2026-HUB-1105,2026-01-11,05:40:56,2026-01-11T05:40:56.033920,Hubballi-Dharwad,Dharwad Town PS,Commercial Fraud,Ponzi Scheme,15.318236,75.159186,6,Pending,Fake visa offer,UNKNOWN,Unidentified Suspect,None,540000.0,0,0
FIR-2025-BEN-1106,2025-09-03,00:57:56,2025-09-03T00:57:56.033920,Bengaluru City,Rajajinagar PS,Commercial Fraud,Job Fraud,13.106734,77.558418,7,Pending,Fake government sanction letter,UNKNOWN,Unidentified Suspect,None,630000.0,0,0
FIR-2025-BEN-1107,2025-09-03,02:18:56,2025-09-03T02:18:56.033920,Bengaluru City,Indiranagar PS,Chain Snatching & Theft,House Burglary,13.036674,77.450047,6,Charge Sheeted,Master key ignition,UNKNOWN,Unidentified Suspect,None,60000.0,0,0
FIR-2026-HUB-1108,2026-01-30,18:09:56,2026-01-30T18:09:56.033920,Hubballi-Dharwad,Vidyanagar PS,Robbery & Extortion,Highway Dacoity,15.315138,75.110137,9,Charge Sheeted,Blocking highway with lorry,UNKNOWN,Unidentified Suspect,None,216000.0,0,0
FIR-2026-BAL-1109,2026-02-22,15:42:56,2026-02-22T15:42:56.033920,Ballari,Brucepet PS,Narcotics,MDMA / Synthetic Drugs,15.100517,76.960515,6,Suspect Identified,Near college campuses,UNKNOWN,Unidentified Suspect,None,6000.0,0,0
FIR-2026-BAL-1110,2026-05-10,18:49:56,2026-05-10T18:49:56.033920,Ballari,Gandhinagar PS,Chain Snatching & Theft,Mobile Theft,15.193161,76.860573,6,Under Investigation,Master key ignition,UNKNOWN,Unidentified Suspect,None,6000.0,0,0
FIR-2026-BAL-1111,2026-06-04,02:41:56,2026-06-04T02:41:56.033920,Ballari,Cowled Bazar PS,Narcotics,Inter-State Drug Trafficking,15.161859,76.912661,7,Pending,Darkweb ordering + Dead drop,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,7000.0,0,0
FIR-2025-KAL-1112,2025-11-04,00:08:56,2025-11-04T00:08:56.033920,Kalaburagi,Brahampur PS,Robbery & Extortion,Highway Dacoity,17.25505,76.783046,9,Solved,Blocking highway with lorry,UNKNOWN,Unidentified Suspect,None,2700000.0,0,0
FIR-2025-HUB-1113,2025-12-07,01:51:56,2025-12-07T01:51:56.033920,Hubballi-Dharwad,Dharwad Town PS,Cybercrime,Phishing / OTP Fraud,15.422923,75.145858,5,Solved,Fake Tech Support,SUS-1010,Suresh 'Fast' Reddy,MG Road Gang,450000.0,1,0
FIR-2026-KAL-1114,2026-05-31,02:18:56,2026-05-31T02:18:56.033920,Kalaburagi,Brahampur PS,Chain Snatching & Theft,Mobile Theft,17.31217,76.798046,6,Under Investigation,Unlocked house entry at night,SUS-1001,Ramesh 'Blade' Kumar,MG Road Gang,540000.0,0,1
FIR-2026-TUM-1115,2026-07-13,05:10:56,2026-07-13T05:10:56.033920,Tumakuru,New Extension PS,Commercial Fraud,Job Fraud,13.39931,77.151472,7,Suspect Identified,High return investment scheme,UNKNOWN,Unidentified Suspect,None,7000.0,0,0
FIR-2026-BAL-1116,2026-06-25,17:28:56,2026-06-25T17:28:56.033920,Ballari,Gandhinagar PS,Assault & Violent Crime,Street Brawl,15.153638,76.858684,8,Solved,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,192000.0,0,0
FIR-2025-KAL-1117,2025-10-26,18:57:56,2025-10-26T18:57:56.033920,Kalaburagi,Station Bazar PS,Commercial Fraud,Job Fraud,17.37109,76.843994,6,Suspect Identified,Fake visa offer,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,144000.0,0,1
FIR-2025-MYS-1118,2025-12-25,05:47:56,2025-12-25T05:47:56.033920,Mysuru,Nazarbad PS,Assault & Violent Crime,Street Brawl,12.366606,76.616778,8,Solved,Altercation near bar/liquor shop,SUS-1004,Kiran @ Shadow,MG Road Gang,720000.0,0,1
FIR-2026-MAN-1119,2026-01-14,20:11:56,2026-01-14T20:11:56.033920,Mangaluru,Barkhe PS,Robbery & Extortion,Highway Dacoity,12.898048,74.800535,9,Charge Sheeted,Posing as local gang member,UNKNOWN,Unidentified Suspect,None,216000.0,0,0
FIR-2025-KAL-1120,2025-11-12,11:47:56,2025-11-12T11:47:56.033920,Kalaburagi,M B Nagar PS,Cybercrime,Identity Theft,17.328779,76.826238,5,Suspect Identified,Posing as Bank Executive,SUS-1004,Kiran @ Shadow,MG Road Gang,0.0,1,1
FIR-2026-MAN-1121,2026-01-20,10:13:56,2026-01-20T10:13:56.033920,Mangaluru,Barkhe PS,Narcotics,Inter-State Drug Trafficking,12.905161,74.923344,7,Charge Sheeted,Darkweb ordering + Dead drop,UNKNOWN,Unidentified Suspect,None,70000.0,0,0
FIR-2026-MAN-1122,2026-02-25,10:42:56,2026-02-25T10:42:56.033920,Mangaluru,Pandeshwar PS,Robbery & Extortion,Extortion Call,12.93725,74.874821,8,Charge Sheeted,Posing as local gang member,UNKNOWN,Unidentified Suspect,None,8000.0,0,0
FIR-2025-MYS-1123,2025-10-14,01:48:56,2025-10-14T01:48:56.033920,Mysuru,Kuuvempunagar PS,Cybercrime,Crypto Scam,12.334271,76.696347,6,Charge Sheeted,Posing as Bank Executive,UNKNOWN,Unidentified Suspect,None,6000.0,1,0
FIR-2026-BEL-1124,2026-07-12,15:43:56,2026-07-12T15:43:56.033920,Belagavi,APMC PS,Cybercrime,Crypto Scam,15.817955,74.424201,8,Suspect Identified,Phishing Site,UNKNOWN,Unidentified Suspect,None,24000.0,1,0
FIR-2025-BEL-1125,2025-09-05,14:25:56,2025-09-05T14:25:56.033920,Belagavi,Tilakwadi PS,Robbery & Extortion,Highway Dacoity,15.802563,74.489333,8,Charge Sheeted,Sharp weapon threat at night,UNKNOWN,Unidentified Suspect,None,80000.0,0,0
FIR-2026-TUM-1126,2026-02-01,07:56:56,2026-02-01T07:56:56.033920,Tumakuru,New Extension PS,Narcotics,Inter-State Drug Trafficking,13.355202,77.158924,8,Suspect Identified,Courier shipment concealed in electronics,UNKNOWN,Unidentified Suspect,None,720000.0,0,0
FIR-2026-BEN-1127,2026-07-17,09:19:56,2026-07-17T09:19:56.033920,Bengaluru City,Hebbal PS,Narcotics,Inter-State Drug Trafficking,12.921965,77.561805,7,Under Investigation,Darkweb ordering + Dead drop,UNKNOWN,Unidentified Suspect,None,630000.0,0,0
FIR-2026-KAL-1128,2026-01-05,22:19:56,2026-01-05T22:19:56.033920,Kalaburagi,M B Nagar PS,Robbery & Extortion,Armed Robbery,17.251783,76.756241,8,Pending,Sharp weapon threat at night,UNKNOWN,Unidentified Suspect,None,2400000.0,0,0
FIR-2025-TUM-1129,2025-11-06,14:47:56,2025-11-06T14:47:56.033920,Tumakuru,New Extension PS,Robbery & Extortion,Extortion Call,13.324574,77.085179,8,Under Investigation,Posing as local gang member,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2026-KAL-1130,2026-01-11,15:57:56,2026-01-11T15:57:56.033920,Kalaburagi,Chowk PS,Narcotics,MDMA / Synthetic Drugs,17.3285,76.865888,10,Pending,Darkweb ordering + Dead drop,UNKNOWN,Unidentified Suspect,None,10000.0,0,0
FIR-2026-MYS-1131,2026-02-22,08:33:56,2026-02-22T08:33:56.033920,Mysuru,Devaraja PS,Commercial Fraud,Ponzi Scheme,12.268707,76.673593,8,Solved,Fake government sanction letter,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2025-KAL-1132,2025-08-25,12:27:56,2025-08-25T12:27:56.033920,Kalaburagi,M B Nagar PS,Robbery & Extortion,Highway Dacoity,17.292995,76.809377,8,Suspect Identified,Blocking highway with lorry,UNKNOWN,Unidentified Suspect,None,2400000.0,0,0
FIR-2026-TUM-1133,2026-01-16,21:58:56,2026-01-16T21:58:56.033920,Tumakuru,Kyathsandra PS,Robbery & Extortion,Extortion Call,13.337316,77.049925,9,Pending,Blocking highway with lorry,SUS-1005,Vikram Singh,North India Cyber Syndicate,27000.0,0,1
FIR-2025-BEN-1134,2025-07-28,09:46:56,2025-07-28T09:46:56.033920,Bengaluru City,Koramangala PS,Assault & Violent Crime,Grievous Hurt,12.879855,77.71114,5,Pending,Group clash over property dispute,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,1500000.0,0,0
FIR-2026-BEN-1135,2026-07-18,10:38:56,2026-07-18T10:38:56.033920,Bengaluru City,Jayanagar PS,Chain Snatching & Theft,Two-Wheeler Chain Snatching,12.869515,77.657828,5,Under Investigation,Unlocked house entry at night,UNKNOWN,Unidentified Suspect,None,120000.0,0,0
FIR-2025-BEL-1136,2025-12-31,00:36:56,2025-12-31T00:36:56.033920,Belagavi,Camp PS,Chain Snatching & Theft,Vehicle Theft,15.789835,74.506685,4,Solved,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,360000.0,0,0
FIR-2026-KAL-1137,2026-05-05,11:52:56,2026-05-05T11:52:56.033920,Kalaburagi,M B Nagar PS,Assault & Violent Crime,Street Brawl,17.375902,76.758787,6,Under Investigation,Group clash over property dispute,UNKNOWN,Unidentified Suspect,None,144000.0,0,0
FIR-2025-TUM-1138,2025-12-05,13:41:56,2025-12-05T13:41:56.033920,Tumakuru,New Extension PS,Chain Snatching & Theft,Vehicle Theft,13.348129,77.101344,6,Charge Sheeted,Master key ignition,SUS-1004,Kiran @ Shadow,MG Road Gang,144000.0,0,0
FIR-2025-BEN-1139,2025-10-09,00:01:56,2025-10-09T00:01:56.033920,Bengaluru City,Whitefield PS,Chain Snatching & Theft,Vehicle Theft,13.094905,77.524804,7,Charge Sheeted,Unlocked house entry at night,SUS-1008,Deepak Sharma,DarkNet Syndicate,7000.0,0,0
FIR-2025-TUM-1140,2025-07-29,13:26:56,2025-07-29T13:26:56.033920,Tumakuru,New Extension PS,Robbery & Extortion,Armed Robbery,13.281297,77.083726,9,Pending,Blocking highway with lorry,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2026-MAN-1141,2026-04-06,13:17:56,2026-04-06T13:17:56.033920,Mangaluru,Ullal PS,Cybercrime,Identity Theft,12.868503,74.880574,7,Solved,Fake Tech Support,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,168000.0,1,0
FIR-2025-MYS-1142,2025-11-12,21:59:56,2025-11-12T21:59:56.033920,Mysuru,Devaraja PS,Chain Snatching & Theft,House Burglary,12.219356,76.603498,4,Pending,Unlocked house entry at night,UNKNOWN,Unidentified Suspect,None,4000.0,0,0
FIR-2025-BAL-1143,2025-08-27,06:26:56,2025-08-27T06:26:56.033920,Ballari,Gandhinagar PS,Assault & Violent Crime,Group Assault,15.169542,76.988372,9,Under Investigation,Group clash over property dispute,UNKNOWN,Unidentified Suspect,None,216000.0,0,0
FIR-2026-MAN-1144,2026-06-24,12:53:56,2026-06-24T12:53:56.033920,Mangaluru,Pandeshwar PS,Commercial Fraud,Job Fraud,12.916124,74.809548,7,Pending,High return investment scheme,SUS-1003,Manjunath V,Koramangala Network,168000.0,0,1
FIR-2025-BEL-1145,2025-10-03,07:49:56,2025-10-03T07:49:56.033920,Belagavi,Camp PS,Chain Snatching & Theft,Mobile Theft,15.881355,74.544318,5,Suspect Identified,Unlocked house entry at night,SUS-1009,Farooq Ahmed,Coastal Smugglers,15000.0,0,0
FIR-2026-BEN-1146,2026-04-08,00:23:56,2026-04-08T00:23:56.033920,Bengaluru City,Hebbal PS,Narcotics,Inter-State Drug Trafficking,12.827843,77.599969,10,Pending,Courier shipment concealed in electronics,UNKNOWN,Unidentified Suspect,None,30000.0,0,0
FIR-2026-BEL-1147,2026-01-25,01:06:56,2026-01-25T01:06:56.033920,Belagavi,Camp PS,Cybercrime,Identity Theft,15.794472,74.441842,6,Pending,Malware Link via WhatsApp,UNKNOWN,Unidentified Suspect,None,6000.0,1,0
FIR-2026-TUM-1148,2026-03-08,02:08:56,2026-03-08T02:08:56.033920,Tumakuru,New Extension PS,Chain Snatching & Theft,House Burglary,13.372235,77.065139,4,Under Investigation,Unlocked house entry at night,UNKNOWN,Unidentified Suspect,None,1200000.0,0,0
FIR-2025-BAL-1149,2025-10-03,05:43:56,2025-10-03T05:43:56.033920,Ballari,Gandhinagar PS,Robbery & Extortion,Armed Robbery,15.119595,76.853046,9,Pending,Posing as local gang member,SUS-1004,Kiran @ Shadow,MG Road Gang,9000.0,0,1
FIR-2026-BEL-1150,2026-01-31,07:20:56,2026-01-31T07:20:56.033920,Belagavi,Tilakwadi PS,Cybercrime,Crypto Scam,15.818065,74.523566,7,Under Investigation,Posing as Bank Executive,UNKNOWN,Unidentified Suspect,None,21000.0,1,0
FIR-2026-KAL-1151,2026-05-26,08:02:56,2026-05-26T08:02:56.033920,Kalaburagi,Chowk PS,Robbery & Extortion,Armed Robbery,17.338849,76.82649,10,Pending,Sharp weapon threat at night,SUS-1008,Deepak Sharma,DarkNet Syndicate,30000.0,0,0
FIR-2025-BEN-1152,2025-10-26,15:19:56,2025-10-26T15:19:56.033920,Bengaluru City,Jayanagar PS,Commercial Fraud,Real Estate Scam,12.893856,77.458818,8,Under Investigation,Fake government sanction letter,UNKNOWN,Unidentified Suspect,None,80000.0,0,0
FIR-2025-KAL-1153,2025-10-12,14:21:56,2025-10-12T14:21:56.033920,Kalaburagi,Chowk PS,Assault & Violent Crime,Street Brawl,17.34997,76.852473,7,Pending,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,2100000.0,0,0
FIR-2026-MYS-1154,2026-03-28,15:16:56,2026-03-28T15:16:56.033920,Mysuru,Vidyaranyapuram PS,Cybercrime,Financial Fraud,12.282564,76.639456,6,Solved,Malware Link via WhatsApp,UNKNOWN,Unidentified Suspect,None,540000.0,1,0
FIR-2025-KAL-1155,2025-10-30,13:48:56,2025-10-30T13:48:56.033920,Kalaburagi,M B Nagar PS,Narcotics,MDMA / Synthetic Drugs,17.28651,76.866708,9,Solved,Near college campuses,UNKNOWN,Unidentified Suspect,None,90000.0,0,0
FIR-2026-MAN-1156,2026-07-19,07:55:56,2026-07-19T07:55:56.033920,Mangaluru,Pandeshwar PS,Chain Snatching & Theft,Two-Wheeler Chain Snatching,12.944522,74.800892,3,Under Investigation,Unlocked house entry at night,UNKNOWN,Unidentified Suspect,None,30000.0,0,0
FIR-2026-MYS-1157,2026-05-20,12:21:56,2026-05-20T12:21:56.033920,Mysuru,Vidyaranyapuram PS,Assault & Violent Crime,Street Brawl,12.28078,76.656556,9,Under Investigation,Pre-meditated attack,UNKNOWN,Unidentified Suspect,None,2700000.0,0,0
FIR-2026-BEN-1158,2026-01-25,21:46:56,2026-01-25T21:46:56.033920,Bengaluru City,Cubbon Park PS,Narcotics,Ganja Possession,12.941917,77.556142,10,Suspect Identified,Near college campuses,SUS-1010,Suresh 'Fast' Reddy,MG Road Gang,0.0,0,0
FIR-2026-MAN-1159,2026-06-13,02:44:56,2026-06-13T02:44:56.033920,Mangaluru,Barkhe PS,Chain Snatching & Theft,Vehicle Theft,12.956673,74.902358,5,Suspect Identified,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,1500000.0,0,0
FIR-2026-KAL-1160,2026-01-14,16:08:56,2026-01-14T16:08:56.033920,Kalaburagi,M B Nagar PS,Cybercrime,Crypto Scam,17.383306,76.81862,8,Charge Sheeted,Phishing Site,UNKNOWN,Unidentified Suspect,None,720000.0,1,0
FIR-2026-MYS-1161,2026-05-24,06:22:56,2026-05-24T06:22:56.033920,Mysuru,Nazarbad PS,Assault & Violent Crime,Grievous Hurt,12.29102,76.714192,6,Pending,Altercation near bar/liquor shop,SUS-1008,Deepak Sharma,DarkNet Syndicate,0.0,0,1
FIR-2026-TUM-1162,2026-05-06,04:29:56,2026-05-06T04:29:56.033920,Tumakuru,New Extension PS,Cybercrime,Phishing / OTP Fraud,13.31661,77.067104,6,Solved,Fake Tech Support,UNKNOWN,Unidentified Suspect,None,540000.0,1,0
FIR-2025-BAL-1163,2025-10-22,02:08:56,2025-10-22T02:08:56.033920,Ballari,Brucepet PS,Cybercrime,Sextortion,15.149889,76.886838,6,Suspect Identified,Phishing Site,SUS-1009,Farooq Ahmed,Coastal Smugglers,540000.0,1,0
FIR-2026-BAL-1164,2026-07-05,05:01:56,2026-07-05T05:01:56.033920,Ballari,Cowled Bazar PS,Narcotics,Inter-State Drug Trafficking,15.109473,76.912951,8,Under Investigation,Darkweb ordering + Dead drop,UNKNOWN,Unidentified Suspect,None,192000.0,0,0
FIR-2025-TUM-1165,2025-08-29,23:07:56,2025-08-29T23:07:56.033920,Tumakuru,Kyathsandra PS,Robbery & Extortion,Extortion Call,13.348308,77.058125,10,Charge Sheeted,Sharp weapon threat at night,SUS-1003,Manjunath V,Koramangala Network,240000.0,0,0
FIR-2025-BAL-1166,2025-11-29,15:03:56,2025-11-29T15:03:56.033920,Ballari,Cowled Bazar PS,Robbery & Extortion,Highway Dacoity,15.186211,76.869559,8,Solved,Sharp weapon threat at night,SUS-1001,Ramesh 'Blade' Kumar,MG Road Gang,8000.0,0,1
FIR-2025-BEL-1167,2025-10-23,20:49:56,2025-10-23T20:49:56.033920,Belagavi,APMC PS,Assault & Violent Crime,Group Assault,15.824434,74.521676,8,Suspect Identified,Group clash over property dispute,SUS-1003,Manjunath V,Koramangala Network,24000.0,0,1
FIR-2025-KAL-1168,2025-11-28,12:41:56,2025-11-28T12:41:56.033920,Kalaburagi,Chowk PS,Narcotics,MDMA / Synthetic Drugs,17.341506,76.77332,7,Solved,Darkweb ordering + Dead drop,UNKNOWN,Unidentified Suspect,None,630000.0,0,0
FIR-2026-BAL-1169,2026-03-17,00:19:56,2026-03-17T00:19:56.033920,Ballari,Gandhinagar PS,Cybercrime,Sextortion,15.109307,76.980121,5,Under Investigation,Fake Tech Support,UNKNOWN,Unidentified Suspect,None,450000.0,1,0
FIR-2025-BEL-1170,2025-10-04,11:57:56,2025-10-04T11:57:56.033920,Belagavi,Tilakwadi PS,Robbery & Extortion,Highway Dacoity,15.819381,74.485497,7,Charge Sheeted,Posing as local gang member,UNKNOWN,Unidentified Suspect,None,7000.0,0,0
FIR-2026-TUM-1171,2026-06-16,08:12:56,2026-06-16T08:12:56.033920,Tumakuru,New Extension PS,Assault & Violent Crime,Group Assault,13.28097,77.148842,7,Under Investigation,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,630000.0,0,0
FIR-2025-KAL-1172,2025-08-02,09:31:56,2025-08-02T09:31:56.033920,Kalaburagi,Chowk PS,Narcotics,Inter-State Drug Trafficking,17.403448,76.858757,7,Solved,Courier shipment concealed in electronics,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,0.0,0,1
FIR-2026-MAN-1173,2026-05-17,06:36:56,2026-05-17T06:36:56.033920,Mangaluru,Kadri PS,Cybercrime,Identity Theft,12.905645,74.900332,7,Suspect Identified,Phishing Site,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,630000.0,1,1
FIR-2025-MAN-1174,2025-12-10,04:48:56,2025-12-10T04:48:56.033920,Mangaluru,Kadri PS,Assault & Violent Crime,Group Assault,12.893444,74.870753,9,Charge Sheeted,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,810000.0,0,0
FIR-2025-BEN-1175,2025-09-14,04:55:56,2025-09-14T04:55:56.033920,Bengaluru City,Electronic City PS,Commercial Fraud,Job Fraud,13.118999,77.67087,6,Charge Sheeted,Fake visa offer,SUS-1008,Deepak Sharma,DarkNet Syndicate,540000.0,0,1
FIR-2026-MAN-1176,2026-06-19,22:16:56,2026-06-19T22:16:56.033920,Mangaluru,Ullal PS,Narcotics,MDMA / Synthetic Drugs,12.950607,74.839206,7,Pending,Darkweb ordering + Dead drop,UNKNOWN,Unidentified Suspect,None,630000.0,0,0
FIR-2026-MAN-1177,2026-04-21,18:39:56,2026-04-21T18:39:56.033920,Mangaluru,Barkhe PS,Assault & Violent Crime,Street Brawl,12.900969,74.917608,5,Charge Sheeted,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,450000.0,0,0
FIR-2026-MYS-1178,2026-06-25,11:30:56,2026-06-25T11:30:56.033920,Mysuru,Lashkar PS,Chain Snatching & Theft,Mobile Theft,12.249991,76.575711,5,Under Investigation,Master key ignition,SUS-1008,Deepak Sharma,DarkNet Syndicate,15000.0,0,0
FIR-2026-MAN-1179,2026-01-06,15:00:56,2026-01-06T15:00:56.033920,Mangaluru,Pandeshwar PS,Assault & Violent Crime,Grievous Hurt,12.977134,74.79629,6,Solved,Group clash over property dispute,UNKNOWN,Unidentified Suspect,None,1800000.0,0,0
FIR-2026-KAL-1180,2026-05-24,12:28:56,2026-05-24T12:28:56.033920,Kalaburagi,M B Nagar PS,Narcotics,MDMA / Synthetic Drugs,17.373203,76.854233,10,Under Investigation,Courier shipment concealed in electronics,UNKNOWN,Unidentified Suspect,None,30000.0,0,0
FIR-2026-BEL-1181,2026-01-16,22:31:56,2026-01-16T22:31:56.033920,Belagavi,Camp PS,Narcotics,Ganja Possession,15.799979,74.470978,8,Solved,Darkweb ordering + Dead drop,UNKNOWN,Unidentified Suspect,None,2400000.0,0,0
FIR-2026-HUB-1182,2026-05-27,09:27:56,2026-05-27T09:27:56.033920,Hubballi-Dharwad,Suburban PS Hubballi,Cybercrime,Phishing / OTP Fraud,15.344846,75.103572,6,Suspect Identified,Malware Link via WhatsApp,UNKNOWN,Unidentified Suspect,None,60000.0,1,0
FIR-2026-HUB-1183,2026-01-26,20:16:56,2026-01-26T20:16:56.033920,Hubballi-Dharwad,Suburban PS Hubballi,Commercial Fraud,Job Fraud,15.383157,75.170648,5,Suspect Identified,Fake government sanction letter,SUS-1009,Farooq Ahmed,Coastal Smugglers,1500000.0,0,1
FIR-2026-BEN-1184,2026-03-11,23:28:56,2026-03-11T23:28:56.033920,Bengaluru City,Rajajinagar PS,Commercial Fraud,Ponzi Scheme,12.961034,77.497297,5,Solved,Fake visa offer,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2026-HUB-1185,2026-02-15,02:56:56,2026-02-15T02:56:56.033920,Hubballi-Dharwad,Suburban PS Hubballi,Robbery & Extortion,Highway Dacoity,15.346709,75.05018,8,Under Investigation,Sharp weapon threat at night,UNKNOWN,Unidentified Suspect,None,192000.0,0,0
FIR-2025-BEN-1186,2025-09-22,16:12:56,2025-09-22T16:12:56.033920,Bengaluru City,Indiranagar PS,Assault & Violent Crime,Group Assault,13.060541,77.522636,9,Pending,Group clash over property dispute,UNKNOWN,Unidentified Suspect,None,9000.0,0,0
FIR-2026-KAL-1187,2026-07-19,11:20:56,2026-07-19T11:20:56.033920,Kalaburagi,Station Bazar PS,Robbery & Extortion,Extortion Call,17.35006,76.788557,9,Pending,Posing as local gang member,UNKNOWN,Unidentified Suspect,None,810000.0,0,0
FIR-2025-TUM-1188,2025-10-17,08:41:56,2025-10-17T08:41:56.033920,Tumakuru,New Extension PS,Robbery & Extortion,Extortion Call,13.300951,77.133986,9,Charge Sheeted,Blocking highway with lorry,UNKNOWN,Unidentified Suspect,None,27000.0,0,0
FIR-2025-KAL-1189,2025-09-25,15:40:56,2025-09-25T15:40:56.033920,Kalaburagi,Chowk PS,Assault & Violent Crime,Street Brawl,17.254319,76.796317,9,Solved,Pre-meditated attack,SUS-1009,Farooq Ahmed,Coastal Smugglers,2700000.0,0,0
FIR-2026-TUM-1190,2026-05-21,19:44:56,2026-05-21T19:44:56.033920,Tumakuru,Kyathsandra PS,Robbery & Extortion,Armed Robbery,13.348166,77.127694,7,Solved,Sharp weapon threat at night,UNKNOWN,Unidentified Suspect,None,168000.0,0,0
